,DATE_m,TAVG,temp_celsius,Month,ref_temp,Diff,STATION
50,196303,3.532258064516129,-15.81541218637993,3,-9.546836026745478,-6.268576159634453,SODANKYLA LOKKA FI
51,196304,27.966666666666665,-2.240740740740742,4,-3.067089018843405,0.826348278102663,SODANKYLA LOKKA FI
52,196305,49.37096774193548,9.650537634408606,5,3.8892905697688795,5.761247064639726,SODANKYLA LOKKA FI
53,196306,46.916666666666664,8.287037037037036,6,10.392184557438794,-2.105147520401758,SODANKYLA LOKKA FI
54,196307,54.03225806451613,12.24014336917563,7,13.516478342749528,-1.2763349735738974,SODANKYLA LOKKA FI
55,196308,52.45161290322581,11.36200716845878,8,10.975930045729823,0.3860771227289561,SODANKYLA LOKKA FI
56,196309,46.31666666666667,7.953703703703706,9,5.771551724137931,2.1821519795657753,SODANKYLA LOKKA FI
57,196310,32.29032258064516,0.16129032258064516,10,-0.8629959213941413,1.0242862439747864,SODANKYLA LOKKA FI
58,196311,18.833333333333332,-7.314814814814816,11,-7.512292464878672,0.1974776500638562,SODANKYLA LOKKA FI
59,196312,7.32258064516129,-13.709677419354842,12,-12.293752317389698,-1.4159251019651435,SODANKYLA LOKKA FI
60,196401,14.596774193548388,-9.668458781362009,1,-14.708388354398538,5.039929573036529,SODANKYLA LOKKA FI
61,196402,0.8620689655172413,-17.29885057471264,2,-14.13026099732089,-3.168589577391751,SODANKYLA LOKKA FI
62,196403,12.64516129032258,-10.752688172043012,3,-9.546836026745478,-1.2058521452975342,SODANKYLA LOKKA FI
63,196404,24.166666666666668,-4.351851851851852,4,-3.067089018843405,-1.2847628330084473,SODANKYLA LOKKA FI
64,196405,40.87096774193548,4.928315412186381,5,3.8892905697688795,1.039024842417501,SODANKYLA LOKKA FI
65,196406,48.75,9.305555555555554,6,10.392184557438794,-1.0866290018832405,SODANKYLA LOKKA FI
66,196407,56.225806451612904,13.458781362007173,7,13.516478342749528,-0.05769698074235485,SODANKYLA LOKKA FI
67,196408,51.5,10.833333333333332,8,10.975930045729823,-0.1425967123964913,SODANKYLA LOKKA FI
68,196409,40.1,4.499999999999999,9,5.771551724137931,-1.2715517241379315,SODANKYLA LOKKA FI
69,196410,35.935483870967744,2.186379928315412,10,-0.8629959213941413,3.0493758497095533,SODANKYLA LOKKA FI
70,196411,14.7,-9.611111111111112,11,-7.512292464878672,-2.0988186462324405,SODANKYLA LOKKA FI
71,196412,9.14516129032258,-12.697132616487457,12,-12.293752317389698,-0.4033802990977584,SODANKYLA LOKKA FI
72,196501,7.693548387096774,-13.503584229390679,1,-14.708388354398538,1.2048041250078594,SODANKYLA LOKKA FI
73,196502,6.714285714285714,-14.04761904761905,2,-14.13026099732089,0.08264194970184136,SODANKYLA LOKKA FI
74,196503,7.645161290322581,-13.53046594982079,3,-9.546836026745478,-3.9836299230753127,SODANKYLA LOKKA FI
75,196504,25.566666666666666,-3.5740740740740744,4,-3.067089018843405,-0.5069850552306696,SODANKYLA LOKKA FI
76,196505,32.82258064516129,0.4569892473118279,5,3.8892905697688795,-3.4323013224570516,SODANKYLA LOKKA FI
77,196506,49.7,9.833333333333337,6,10.392184557438794,-0.5588512241054566,SODANKYLA LOKKA FI
78,196507,51.58064516129032,10.878136200716845,7,13.516478342749528,-2.6383421420326822,SODANKYLA LOKKA FI
79,196508,49.596774193548384,9.775985663082437,8,10.975930045729823,-1.1999443826473861,SODANKYLA LOKKA FI
80,196509,43.25,6.25,9,5.771551724137931,0.4784482758620694,SODANKYLA LOKKA FI
81,196510,28.483870967741936,-1.9534050179211468,10,-0.8629959213941413,-1.0904090965270057,SODANKYLA LOKKA FI
82,196511,10.4,-12.000000000000004,11,-7.512292464878672,-4.487707535121332,SODANKYLA LOKKA FI
83,196512,3.2096774193548385,-15.99462365591398,12,-12.293752317389698,-3.7008713385242817,SODANKYLA LOKKA FI
84,196601,-7.629032258064516,-22.016129032258064,1,-14.708388354398538,-7.307740677859526,SODANKYLA LOKKA FI
85,196602,-11.946428571428571,-24.414682539682538,2,-14.13026099732089,-10.284421542361647,SODANKYLA LOKKA FI
86,196603,0.3225806451612903,-17.598566308243722,3,-9.546836026745478,-8.051730281498244,SODANKYLA LOKKA FI
87,196604,21.916666666666668,-5.601851851851853,4,-3.067089018843405,-2.534762833008448,SODANKYLA LOKKA FI
88,196605,37.17741935483871,2.876344086021505,5,3.8892905697688795,-1.0129464837473745,SODANKYLA LOKKA FI
89,196606,52.86666666666667,11.592592592592592,6,10.392184557438794,1.2004080351537976,SODANKYLA LOKKA FI
90,196607,55.83870967741935,13.24372759856631,7,13.516478342749528,-0.27275074418321843,SODANKYLA LOKKA FI
91,196608,48.774193548387096,9.318996415770608,8,10.975930045729823,-1.656933629959216,SODANKYLA LOKKA FI
92,196609,37.43333333333333,3.0185185185185195,9,5.771551724137931,-2.753033205619411,SODANKYLA LOKKA FI
93,196610,24.43548387096774,-4.202508960573477,10,-0.8629959213941413,-3.3395130391793355,SODANKYLA LOKKA FI
94,196611,22.016666666666666,-5.5462962962962985,11,-7.512292464878672,1.9659961685823735,SODANKYLA LOKKA FI
95,196612,11.67741935483871,-11.290322580645162,12,-12.293752317389698,1.0034297367445362,SODANKYLA LOKKA FI
96,196701,-7.790322580645161,-22.105734767025083,1,-14.708388354398538,-7.397346412626545,SODANKYLA LOKKA FI
97,196702,12.535714285714286,-10.813492063492061,2,-14.13026099732089,3.316768933828829,SODANKYLA LOKKA FI
98,196703,22.951612903225808,-5.026881720430108,3,-9.546836026745478,4.51995430631537,SODANKYLA LOKKA FI
99,196704,27.116666666666667,-2.7129629629629632,4,-3.067089018843405,0.35412605588044155,SODANKYLA LOKKA FI
100,196705,38.016129032258064,3.3422939068100366,5,3.8892905697688795,-0.546996662958843,SODANKYLA LOKKA FI
101,196706,49.483333333333334,9.712962962962962,6,10.392184557438794,-0.6792215944758322,SODANKYLA LOKKA FI
102,196707,55.67741935483871,13.154121863799286,7,13.516478342749528,-0.36235647895024137,SODANKYLA LOKKA FI
103,196708,55.87096774193548,13.261648745519715,8,10.975930045729823,2.285718699789891,SODANKYLA LOKKA FI
104,196709,44.766666666666666,7.092592592592593,9,5.771551724137931,1.321040868454662,SODANKYLA LOKKA FI
105,196710,30.725806451612904,-0.7078853046594986,10,-0.8629959213941413,0.15511061673464266,SODANKYLA LOKKA FI
106,196711,29.1,-1.611111111111111,11,-7.512292464878672,5.901181353767561,SODANKYLA LOKKA FI
107,196712,-4.225806451612903,-20.125448028673834,12,-12.293752317389698,-7.831695711284135,SODANKYLA LOKKA FI
108,196801,-3.096774193548387,-19.49820788530466,1,-14.708388354398538,-4.7898195309061204,SODANKYLA LOKKA FI
109,196802,0.9827586206896551,-17.231800766283524,2,-14.13026099732089,-3.101539768962633,SODANKYLA LOKKA FI
110,196803,14.5,-9.722222222222223,3,-9.546836026745478,-0.1753861954767455,SODANKYLA LOKKA FI
111,196804,24.183333333333334,-4.3425925925925934,4,-3.067089018843405,-1.2755035737491887,SODANKYLA LOKKA FI
112,196805,32.354838709677416,0.1971326164874553,5,3.8892905697688795,-3.6921579532814244,SODANKYLA LOKKA FI
113,196806,50.85,10.472222222222225,6,10.392184557438794,0.08003766478343088,SODANKYLA LOKKA FI
114,196807,49.79032258064516,9.883512544802866,7,13.516478342749528,-3.632965797946662,SODANKYLA LOKKA FI
115,196808,48.91935483870968,9.399641577060928,8,10.975930045729823,-1.5762884686688956,SODANKYLA LOKKA FI
116,196809,36.61666666666667,2.564814814814815,9,5.771551724137931,-3.2067369093231157,SODANKYLA LOKKA FI
117,196810,18.338709677419356,-7.589605734767026,10,-0.8629959213941413,-6.726609813372884,SODANKYLA LOKKA FI
118,196811,18.8,-7.333333333333332,11,-7.512292464878672,0.17895913154533982,SODANKYLA LOKKA FI
119,196812,18.661290322580644,-7.410394265232977,12,-12.293752317389698,4.883358052156721,SODANKYLA LOKKA FI
120,196901,4.306451612903226,-15.385304659498203,1,-14.708388354398538,-0.6769163050996649,SODANKYLA LOKKA FI
121,196902,-0.8571428571428571,-18.253968253968257,2,-14.13026099732089,-4.123707256647366,SODANKYLA LOKKA FI
122,196903,10.048387096774194,-12.195340501792113,3,-9.546836026745478,-2.6485044750466358,SODANKYLA LOKKA FI
123,196904,23.2,-4.888888888888889,4,-3.067089018843405,-1.8217998700454845,SODANKYLA LOKKA FI
124,196905,33.74193548387097,0.9677419354838711,5,3.8892905697688795,-2.9215486342850085,SODANKYLA LOKKA FI
125,196906,47.833333333333336,8.796296296296298,6,10.392184557438794,-1.5958882611424965,SODANKYLA LOKKA FI
126,196907,54.935483870967744,12.74193548387097,7,13.516478342749528,-0.7745428588785579,SODANKYLA LOKKA FI
127,196908,51.88709677419355,11.048387096774194,8,10.975930045729823,0.0724570510443705,SODANKYLA LOKKA FI
128,196909,40.0,4.444444444444445,9,5.771551724137931,-1.327107279693486,SODANKYLA LOKKA FI
129,196910,31.483870967741936,-0.2867383512544802,10,-0.8629959213941413,0.5762575701396611,SODANKYLA LOKKA FI
130,196911,17.883333333333333,-7.842592592592593,11,-7.512292464878672,-0.3303001277139206,SODANKYLA LOKKA FI
131,196912,10.935483870967742,-11.702508960573477,12,-12.293752317389698,0.5912433568162214,SODANKYLA LOKKA FI
132,197001,3.7096774193548385,-15.716845878136203,1,-14.708388354398538,-1.0084575237376647,SODANKYLA LOKKA FI
133,197002,-5.821428571428571,-21.011904761904766,2,-14.13026099732089,-6.881643764583876,SODANKYLA LOKKA FI
134,197003,19.016129032258064,-7.213261648745519,3,-9.546836026745478,2.333574377999959,SODANKYLA LOKKA FI
135,197004,19.716666666666665,-6.8240740740740735,4,-3.067089018843405,-3.7569850552306687,SODANKYLA LOKKA FI
136,197005,36.806451612903224,2.6702508960573477,5,3.8892905697688795,-1.2190396737115319,SODANKYLA LOKKA FI
137,197006,54.916666666666664,12.73148148148148,6,10.392184557438794,2.339296924042685,SODANKYLA LOKKA FI
138,197007,58.95161290322581,14.973118279569894,7,13.516478342749528,1.4566399368203662,SODANKYLA LOKKA FI
139,197008,52.12903225806452,11.182795698924732,8,10.975930045729823,0.20686565319490846,SODANKYLA LOKKA FI
140,197009,41.9,5.5,9,5.771551724137931,-0.2715517241379306,SODANKYLA LOKKA FI
141,197010,30.93548387096774,-0.5913978494623658,10,-0.8629959213941413,0.27159807193177543,SODANKYLA LOKKA FI
142,197011,14.85,-9.527777777777777,11,-7.512292464878672,-2.015485312899105,SODANKYLA LOKKA FI
143,197012,10.887096774193548,-11.729390681003585,12,-12.293752317389698,0.5643616363861135,SODANKYLA LOKKA FI
144,197101,6.064516129032258,-14.408602150537636,1,-14.708388354398538,0.2997862038609025,SODANKYLA LOKKA FI
145,197102,0.35714285714285715,-17.579365079365083,2,-14.13026099732089,-3.449104082044192,SODANKYLA LOKKA FI
146,197103,2.532258064516129,-16.370967741935484,3,-9.546836026745478,-6.824131715190006,SODANKYLA LOKKA FI
147,197104,18.733333333333334,-7.370370370370369,4,-3.067089018843405,-4.303281351526964,SODANKYLA LOKKA FI
148,197105,34.91935483870968,1.6218637992831542,5,3.8892905697688795,-2.2674267704857254,SODANKYLA LOKKA FI
149,197106,47.63333333333333,8.685185185185183,6,10.392184557438794,-1.7069993722536108,SODANKYLA LOKKA FI
150,197107,53.725806451612904,12.069892473118282,7,13.516478342749528,-1.446585869631246,SODANKYLA LOKKA FI
151,197108,51.62903225806452,10.905017921146955,8,10.975930045729823,-0.07091212458286833,SODANKYLA LOKKA FI
152,197109,39.21666666666667,4.009259259259258,9,5.771551724137931,-1.7622924648786729,SODANKYLA LOKKA FI
153,197110,26.919354838709676,-2.8225806451612896,10,-0.8629959213941413,-1.9595847237671484,SODANKYLA LOKKA FI
154,197111,7.75,-13.472222222222223,11,-7.512292464878672,-5.959929757343551,SODANKYLA LOKKA FI
155,197112,11.419354838709678,-11.4336917562724,12,-12.293752317389698,0.8600605611172973,SODANKYLA LOKKA FI
156,197201,12.258064516129032,-10.96774193548387,1,-14.708388354398538,3.740646418914668,SODANKYLA LOKKA FI
157,197202,7.862068965517241,-13.409961685823756,2,-14.13026099732089,0.7202993114971346,SODANKYLA LOKKA FI
158,197203,18.403225806451612,-7.553763440860213,3,-9.546836026745478,1.9930725858852645,SODANKYLA LOKKA FI
159,197204,26.533333333333335,-3.037037037037037,4,-3.067089018843405,0.03005198180636759,SODANKYLA LOKKA FI
160,197205,36.04838709677419,2.2491039426523294,5,3.8892905697688795,-1.6401866271165502,SODANKYLA LOKKA FI
161,197206,54.45,12.472222222222223,6,10.392184557438794,2.080037664783429,SODANKYLA LOKKA FI
162,197207,61.20967741935484,16.22759856630824,7,13.516478342749528,2.711120223558714,SODANKYLA LOKKA FI
163,197208,53.064516129032256,11.702508960573477,8,10.975930045729823,0.7265789148436532,SODANKYLA LOKKA FI
164,197209,40.93333333333333,4.962962962962963,9,5.771551724137931,-0.8085887611749678,SODANKYLA LOKKA FI
165,197210,30.016129032258064,-1.102150537634409,10,-0.8629959213941413,-0.23915461624026768,SODANKYLA LOKKA FI
166,197211,14.5,-9.722222222222225,11,-7.512292464878672,-2.209929757343553,SODANKYLA LOKKA FI
167,197212,24.161290322580644,-4.354838709677419,12,-12.293752317389698,7.938913607712279,SODANKYLA LOKKA FI
168,197506,46.88333333333333,8.268518518518517,6,10.392184557438794,-2.123666038920277,SODANKYLA LOKKA FI
169,197507,52.62903225806452,11.460573476702509,7,13.516478342749528,-2.055904866047019,SODANKYLA LOKKA FI
170,197508,48.75806451612903,9.310035842293907,8,10.975930045729823,-1.6658942034359168,SODANKYLA LOKKA FI
171,197509,43.43333333333333,6.351851851851852,9,5.771551724137931,0.5803001277139215,SODANKYLA LOKKA FI
172,197510,30.725806451612904,-0.7078853046594984,10,-0.8629959213941413,0.15511061673464288,SODANKYLA LOKKA FI
173,197511,20.433333333333334,-6.4259259259259265,11,-7.512292464878672,1.0863665389527455,SODANKYLA LOKKA FI
174,197512,6.693548387096774,-14.059139784946236,12,-12.293752317389698,-1.765387467556538,SODANKYLA LOKKA FI
175,197601,-2.2419354838709675,-19.02329749103943,1,-14.708388354398538,-4.314909136640891,SODANKYLA LOKKA FI
176,197602,9.89655172413793,-12.279693486590041,2,-14.13026099732089,1.8505675107308495,SODANKYLA LOKKA FI
177,197603,11.5,-11.388888888888891,3,-9.546836026745478,-1.8420528621434133,SODANKYLA LOKKA FI
178,197604,26.316666666666666,-3.1574074074074066,4,-3.067089018843405,-0.09031838856400176,SODANKYLA LOKKA FI
179,197605,41.064516129032256,5.035842293906809,5,3.8892905697688795,1.1465517241379293,SODANKYLA LOKKA FI
180,197606,46.55,8.083333333333336,6,10.392184557438794,-2.3088512241054584,SODANKYLA LOKKA FI
181,197607,53.935483870967744,12.18637992831541,7,13.516478342749528,-1.3300984144341168,SODANKYLA LOKKA FI
182,197608,51.54838709677419,10.860215053763442,8,10.975930045729823,-0.11571499196638158,SODANKYLA LOKKA FI
183,197609,36.983333333333334,2.768518518518518,9,5.771551724137931,-3.0030332056194124,SODANKYLA LOKKA FI
184,197610,25.241935483870968,-3.7544802867383513,10,-0.8629959213941413,-2.89148436534421,SODANKYLA LOKKA FI
185,197611,14.45,-9.75,11,-7.512292464878672,-2.237707535121328,SODANKYLA LOKKA FI
186,197612,10.064516129032258,-12.186379928315414,12,-12.293752317389698,0.1073723890742837,SODANKYLA LOKKA FI
187,197701,6.629032258064516,-14.094982078853047,1,-14.708388354398538,0.6134062755454917,SODANKYLA LOKKA FI
188,197702,5.232142857142857,-14.871031746031747,2,-14.13026099732089,-0.7407707487108564,SODANKYLA LOKKA FI
189,197703,12.46774193548387,-10.851254480286741,3,-9.546836026745478,-1.3044184535412633,SODANKYLA LOKKA FI
190,197704,24.666666666666668,-4.074074074074074,4,-3.067089018843405,-1.0069850552306696,SODANKYLA LOKKA FI
191,197705,35.45161290322581,1.9175627240143374,5,3.8892905697688795,-1.9717278457545422,SODANKYLA LOKKA FI
192,197706,47.61666666666667,8.675925925925926,6,10.392184557438794,-1.7162586315128685,SODANKYLA LOKKA FI
193,197707,55.29032258064516,12.939068100358421,7,13.516478342749528,-0.5774102423911067,SODANKYLA LOKKA FI
194,197708,49.693548387096776,9.829749103942651,8,10.975930045729823,-1.146180941787172,SODANKYLA LOKKA FI
195,197709,39.81666666666667,4.342592592592593,9,5.771551724137931,-1.428959131545338,SODANKYLA LOKKA FI
196,197710,26.080645161290324,-3.28853046594982,10,-0.8629959213941413,-2.4255345445556786,SODANKYLA LOKKA FI
197,197711,20.833333333333332,-6.203703703703704,11,-7.512292464878672,1.3085887611749678,SODANKYLA LOKKA FI
198,197712,10.17741935483871,-12.123655913978494,12,-12.293752317389698,0.17009640341120402,SODANKYLA LOKKA FI
199,197801,4.0,-15.555555555555557,1,-14.708388354398538,-0.8471672011570188,SODANKYLA LOKKA FI
200,197802,2.1785714285714284,-16.567460317460316,2,-14.13026099732089,-2.4371993201394258,SODANKYLA LOKKA FI
201,197803,15.96774193548387,-8.906810035842295,3,-9.546836026745478,0.6400259909031831,SODANKYLA LOKKA FI
202,197804,22.4,-5.333333333333334,4,-3.067089018843405,-2.266244314489929,SODANKYLA LOKKA FI
203,197805,38.16129032258065,3.422939068100359,5,3.8892905697688795,-0.46635150166852046,SODANKYLA LOKKA FI
204,197806,49.56666666666667,9.759259259259261,6,10.392184557438794,-0.6329252981795328,SODANKYLA LOKKA FI
205,197807,53.79032258064516,12.105734767025089,7,13.516478342749528,-1.4107435757244389,SODANKYLA LOKKA FI
206,197808,48.61290322580645,9.229390681003586,8,10.975930045729823,-1.746539364726237,SODANKYLA LOKKA FI
207,197809,42.11666666666667,5.620370370370369,9,5.771551724137931,-0.15118135376756126,SODANKYLA LOKKA FI
208,197810,28.161290322580644,-2.132616487455197,10,-0.8629959213941413,-1.269620566061056,SODANKYLA LOKKA FI
209,197811,15.566666666666666,-9.12962962962963,11,-7.512292464878672,-1.6173371647509578,SODANKYLA LOKKA FI
210,197812,-4.306451612903226,-20.17025089605735,12,-12.293752317389698,-7.876498578667652,SODANKYLA LOKKA FI
211,197901,0.2903225806451613,-17.61648745519713,1,-14.708388354398538,-2.9080991007985926,SODANKYLA LOKKA FI
212,197902,4.928571428571429,-15.039682539682541,2,-14.13026099732089,-0.9094215423616507,SODANKYLA LOKKA FI
213,197903,17.419354838709676,-8.100358422939067,3,-9.546836026745478,1.4464776038064109,SODANKYLA LOKKA FI
214,197904,21.716666666666665,-5.712962962962961,4,-3.067089018843405,-2.6458739441195562,SODANKYLA LOKKA FI
215,197905,40.483870967741936,4.713261648745521,5,3.8892905697688795,0.823971078976641,SODANKYLA LOKKA FI
216,197906,51.983333333333334,11.101851851851851,6,10.392184557438794,0.7096672944130571,SODANKYLA LOKKA FI
217,197907,57.24193548387097,14.023297491039425,7,13.516478342749528,0.5068191482898978,SODANKYLA LOKKA FI
218,197908,53.37096774193548,11.872759856630823,8,10.975930045729823,0.896829810901,SODANKYLA LOKKA FI
219,197909,43.31666666666667,6.287037037037038,9,5.771551724137931,0.5154853128991075,SODANKYLA LOKKA FI
220,197910,24.661290322580644,-4.077060931899641,10,-0.8629959213941413,-3.2140650105055,SODANKYLA LOKKA FI
221,197911,19.85,-6.75,11,-7.512292464878672,0.762292464878672,SODANKYLA LOKKA FI
222,197912,14.096774193548388,-9.946236559139782,12,-12.293752317389698,2.3475157582499158,SODANKYLA LOKKA FI
223,198001,0.8064516129032258,-17.329749103942653,1,-14.708388354398538,-2.621360749544115,SODANKYLA LOKKA FI
224,198002,1.1724137931034482,-17.126436781609193,2,-14.13026099732089,-2.996175784288303,SODANKYLA LOKKA FI
225,198003,10.14516129032258,-12.141577060931901,3,-9.546836026745478,-2.5947410341864234,SODANKYLA LOKKA FI
226,198004,29.15,-1.5833333333333333,4,-3.067089018843405,1.4837556855100715,SODANKYLA LOKKA FI
227,198005,36.516129032258064,2.508960573476702,5,3.8892905697688795,-1.3803299962921773,SODANKYLA LOKKA FI
228,198006,56.86666666666667,13.814814814814815,6,10.392184557438794,3.422630257376021,SODANKYLA LOKKA FI
229,198007,54.24193548387097,12.356630824372761,7,13.516478342749528,-1.1598475183767665,SODANKYLA LOKKA FI
230,198008,50.145161290322584,10.080645161290324,8,10.975930045729823,-0.8952848844394996,SODANKYLA LOKKA FI
231,198009,42.516666666666666,5.842592592592592,9,5.771551724137931,0.07104086845466107,SODANKYLA LOKKA FI
232,198010,27.629032258064516,-2.4283154121863797,10,-0.8629959213941413,-1.5653194907922385,SODANKYLA LOKKA FI
233,198011,10.2,-12.11111111111111,11,-7.512292464878672,-4.598818646232439,SODANKYLA LOKKA FI
234,198012,3.338709677419355,-15.922939068100357,12,-12.293752317389698,-3.6291867507106588,SODANKYLA LOKKA FI
235,198101,8.016129032258064,-13.324372759856637,1,-14.708388354398538,1.3840155945419017,SODANKYLA LOKKA FI
236,198102,3.392857142857143,-15.892857142857144,2,-14.13026099732089,-1.7625961455362535,SODANKYLA LOKKA FI
237,198103,2.806451612903226,-16.21863799283155,3,-9.546836026745478,-6.671801966086072,SODANKYLA LOKKA FI
238,198104,21.716666666666665,-5.712962962962965,4,-3.067089018843405,-2.64587394411956,SODANKYLA LOKKA FI
239,198105,38.11290322580645,3.3960573476702516,5,3.8892905697688795,-0.49323322209862797,SODANKYLA LOKKA FI
240,198106,45.86666666666667,7.703703703703706,6,10.392184557438794,-2.688480853735088,SODANKYLA LOKKA FI
241,198107,56.82258064516129,13.790322580645164,7,13.516478342749528,0.27384423789563606,SODANKYLA LOKKA FI
242,198108,50.04838709677419,10.026881720430108,8,10.975930045729823,-0.9490483252997155,SODANKYLA LOKKA FI
243,198109,41.38333333333333,5.212962962962962,9,5.771551724137931,-0.5585887611749687,SODANKYLA LOKKA FI
244,198110,33.08064516129032,0.6003584229390679,10,-0.8629959213941413,1.4633543443332093,SODANKYLA LOKKA FI
245,198111,17.933333333333334,-7.814814814814813,11,-7.512292464878672,-0.30252234993614113,SODANKYLA LOKKA FI
246,198112,-4.596774193548387,-20.331541218637994,12,-12.293752317389698,-8.037788901248296,SODANKYLA LOKKA FI
247,198201,-5.435483870967742,-20.79749103942652,1,-14.708388354398538,-6.089102685027983,SODANKYLA LOKKA FI
